episode,energy_per_dose,episode_reward,mkt_stability
125,1.919999999999996,64.791084,5.1824221171473255
126,1.441176470588231,69.282815,5.62832952243275
127,1.946666666666662,60.466599,3.7527397039260677
128,1.7466666666666621,65.814242,4.519799436181529
129,1.8599999999999965,61.266919,3.8611919442960243
130,1.6857142857142813,63.257535,5.068046026178422
131,1.8071428571428538,65.067201,5.298535062689609
132,1.5555555555555531,61.379741,5.223546612587597
133,2.1846153846153795,59.6805,4.0457352209270425
134,1.631249999999997,61.792724,4.50264595956213
135,1.6714285714285688,63.369791,5.363515391682654
136,1.6285714285714252,58.756929,4.31090603944449
137,1.8928571428571377,56.374193,4.360720862957976
138,1.4857142857142824,63.322449,5.02785907647916
139,2.1249999999999964,59.36847,4.639888876867474
140,1.2142857142857122,63.65344,5.943957026825501
141,1.806249999999996,64.407935,5.155821661670075
142,2.0666666666666615,60.123345,3.7324894813907576
143,1.6692307692307662,60.164381,4.255328661241208
144,1.4166666666666632,60.750889,5.8056704006230575
145,1.4866666666666626,64.922451,5.0703245588803725
146,1.7307692307692264,62.893068,4.654503595640904
147,2.0461538461538424,57.870523,4.919091767269833
148,1.299999999999996,63.428322,5.076455269782457
149,1.8692307692307635,62.185077,4.2342682669444685
150,1.4461538461538437,61.384421,4.633660481863956
151,1.7384615384615347,60.22347,4.244607335094258
152,1.846666666666662,62.869215,4.742239419055807
153,1.7266666666666632,61.360719,4.6509335537857055
154,2.1916666666666615,57.028389,3.690062600422891
155,2.107692307692303,60.312337,3.7051197351084397
156,1.7571428571428527,60.89871,4.749700245307793
157,2.11428571428571,61.272038,4.327941152706956
158,1.746666666666665,63.302076,5.458209450345862
159,1.4076923076923054,62.568108,6.295525816794964
160,1.6999999999999968,61.776934,4.414967291465359
161,1.4928571428571402,60.896055,5.013819854552878
162,1.6687499999999975,62.998461,5.711000811582835
163,1.7714285714285682,60.918327,4.766968074290048
164,2.033333333333329,62.106219,4.750392220635888
165,2.1333333333333275,45.302233,4.064170633087713
166,1.7133333333333287,61.567031,4.152845584783165
167,1.4333333333333311,60.799646,5.54828901522302
168,2.464285714285709,52.942994,3.096050738170277
169,1.7357142857142824,60.906837,5.322413624786975
170,1.8437499999999964,60.846846,4.576240453769458
171,1.1846153846153828,63.489527,6.583127331095341
172,2.5307692307692258,-12.48522,2.743748461646362
173,1.8333333333333306,62.210126,4.489932968804908
174,1.6266666666666632,58.858458,4.555518623091984
175,1.6999999999999957,58.924373,4.772699447202854
176,1.4071428571428533,63.410887,5.078317673339313
177,1.5999999999999974,63.612391,6.172188252113699
178,1.284615384615385,54.114827,6.101196788681875
179,1.69333333333333,61.738525,4.382152054704818
180,1.4066666666666643,62.879776,5.118673961941511
181,2.376923076923072,59.442031,3.4584150576775414
182,1.2142857142857122,60.115666,6.177063492037178
183,1.29230769230769,60.773867,6.304773649383719
184,1.4499999999999968,61.77898,5.757356241511843
185,1.9062499999999964,63.788602,3.9276279228399744
186,1.9733333333333283,65.065633,4.384649377484493
187,1.5928571428571396,61.88959,5.071040136585339
188,1.6599999999999966,61.824211,4.716202319903232
189,1.4333333333333305,66.387277,5.082382437684998
190,1.533333333333329,60.437548,5.241357696597447
191,2.678571428571424,-55.113088,2.551006759410541
192,1.9066666666666616,59.169932,3.3336932939114376
193,2.223529411764701,64.139617,3.6281686602715695
194,1.3785714285714252,60.791652,5.73579790584472
195,1.9571428571428515,67.312455,4.761264940047624
196,1.7076923076923047,60.328594,4.45957717675077
197,1.8266666666666633,59.912908,5.0349718406193915
198,1.6571428571428533,63.403241,5.074430623908199
199,1.914285714285711,62.783169,5.307996685692558
200,1.7571428571428527,61.705817,4.10120630030633
201,1.1999999999999977,64.010549,6.476621305832225
202,1.7857142857142807,64.539089,3.980161554642109
203,1.7428571428571402,61.343558,5.4637231175422585
204,2.0529411764705836,50.518463,3.3844232461108845
205,1.9071428571428533,66.213373,5.3644458628947405
206,1.913333333333329,61.257244,3.913680878014759
207,1.828571428571424,62.411093,5.0350839995302294
208,1.3249999999999975,64.246113,6.166089169371503
209,1.8357142857142819,61.397489,4.801800655925376
210,1.8733333333333282,55.479775,3.440361963961891
211,1.5571428571428538,63.295599,5.7367479999109605
212,2.392857142857138,46.010735,3.6069856151941053
213,2.0599999999999965,60.206215,4.382955433535358
214,1.7615384615384566,61.627181,4.073027931484205
215,1.4062499999999964,62.784742,5.615087032049814
216,1.8071428571428538,60.820805,5.129603755000687
217,1.099999999999997,65.203398,6.502513634811635
218,1.9933333333333298,60.730385,4.414639223530912
219,2.1249999999999964,63.070015,4.369210154848531
220,1.5357142857142836,59.759533,5.55804892916683
221,2.2785714285714227,56.121637,4.090441791313879
222,1.9071428571428533,61.583645,4.315230100465101
223,1.799999999999996,60.782513,4.691356685848348
224,2.086666666666663,61.755769,3.4281128078031884
225,1.7214285714285669,60.404465,4.627581625268988
226,1.8642857142857099,60.282192,4.245288642803246
227,1.4571428571428544,59.76639,4.311361169473685
228,2.0733333333333284,65.837706,3.906951623101577
229,1.9692307692307656,59.7927,4.546031223741863
230,1.846666666666662,66.867224,5.324867335467445
231,1.5928571428571396,62.080993,6.031806294797548
232,2.164285714285711,57.169881,3.8542453211308043
233,1.953846153846149,61.939061,3.8309373848306905
234,1.8866666666666627,64.248557,4.658592064207596
235,1.7941176470588194,63.586326,4.915809809395057
236,2.1999999999999944,63.409259,4.196491867669295
237,1.774999999999996,59.868568,4.650353337227273
238,1.4249999999999972,61.408017,5.199774469562669
239,2.057142857142854,59.244601,3.8203851276975342
240,1.3083333333333311,59.820889,4.843821739004227
241,1.6687499999999975,64.872453,6.414015137825913
242,1.7583333333333304,58.827252,4.473042583441497
243,1.7714285714285682,58.751468,4.322433819877062
244,1.3142857142857116,63.949664,6.13862241060076
245,1.7642857142857105,61.42952,4.941833145334613
246,1.164285714285711,60.589755,6.016973879696081
247,2.107142857142852,54.190784,3.608346682861395
248,1.9230769230769187,56.530666,3.750978393751211
249,1.806249999999996,63.38291,5.153258594271676
250,1.9384615384615353,53.842471,4.406070873100589
251,1.7866666666666626,66.252545,5.084018868811711
252,2.1285714285714255,59.228479,4.643355701748305
253,1.6999999999999968,63.320834,5.417293417200369
254,1.569230769230764,64.315254,4.676428088960165
255,1.6374999999999975,60.878499,5.269988582972417
256,2.219999999999996,51.889315,3.5831215146647537
257,1.662499999999997,61.824125,4.869649658677588
258,1.6533333333333293,64.828214,5.247772166570144
259,1.5266666666666633,61.314484,5.303490623288155
260,2.038461538461534,60.187551,4.5920354862877275
261,2.319999999999996,60.501415,4.148044402570008
262,1.6999999999999962,59.803408,4.574166904833646
263,1.8714285714285677,60.226496,4.186216594010375
264,1.6230769230769193,61.420736,4.804133322799828
265,2.312499999999997,62.300314,3.8649015963433158
266,1.599999999999997,63.921527,5.027844223261923
267,2.1055555555555507,36.71917,3.037935772067442
268,1.4153846153846137,61.148882,5.467454369645623
269,1.5142857142857105,60.424813,5.094685394412693
270,1.8214285714285663,64.920231,4.876820199255974
271,1.7384615384615347,59.252686,4.228513958855217
272,2.0923076923076893,56.894326,4.774197929246952
273,1.688235294117644,63.897739,5.122252798051306
274,1.6999999999999968,57.429809,4.968775677882661
275,1.8333333333333297,56.940588,4.92784805228797
276,2.161538461538458,58.705986,4.056149542498076
277,1.6999999999999957,62.34446,5.6276618905639
278,1.6615384615384579,59.428324,4.818167124691399
279,1.5461538461538424,63.362717,6.030810514683651
280,1.476923076923074,62.154392,4.410030265400394
281,2.164285714285711,58.181237,4.147981434523274
282,1.6866666666666628,60.901327,5.1774744033440925
283,1.3538461538461501,62.672988,5.862864131731726
284,1.4923076923076872,62.444701,4.912474020289778
285,1.8357142857142819,60.314944,4.365649609614877
286,1.5266666666666633,61.395642,5.139053785272495
287,1.8666666666666625,60.419566,5.262391777176049
288,1.414285714285711,63.654337,5.835822064859656
289,1.476923076923074,61.395888,4.907170129526378
290,1.599999999999997,62.358663,5.496812461830245
291,1.385714285714283,61.905265,5.284157125848083
292,1.5428571428571385,63.432868,5.000076713153476
293,1.4166666666666632,59.873546,4.631317287659044
294,1.8692307692307635,64.227079,3.804888536938165
295,1.674999999999998,62.541521,6.061809251022169
296,1.6285714285714252,61.681896,5.742171205097179
297,2.085714285714282,62.250435,4.865597909237522
298,1.5923076923076893,61.274702,5.7675048595983185
299,2.1166666666666623,57.215478,3.69996607600325
300,1.7307692307692264,60.416664,4.708217840320799
301,1.6692307692307662,62.858515,5.148613487847797
302,1.8714285714285677,63.413842,5.103878230474265
303,1.536363636363633,59.848267,4.700664088632038
304,1.2266666666666632,60.886838,5.375946316567536
305,1.4833333333333283,60.4497,4.887381997459272
306,1.6999999999999962,60.911213,5.319754109255541
307,1.9615384615384572,60.517334,4.036756007597717
308,1.584615384615381,61.894803,5.072290768341134
309,1.2769230769230733,60.822667,5.715160260031041
310,1.0538461538461508,60.541638,5.935072782208465
311,2.019999999999996,64.150224,4.315335383210652
312,1.9333333333333305,60.282501,5.276170291781682
313,2.292307692307687,36.665983,3.4580988902704917
314,1.549999999999996,65.729187,6.2325958349478014
315,1.3071428571428538,60.135134,6.232988851558389
316,1.3799999999999955,64.836506,6.170433035340807
317,2.0714285714285663,61.504487,4.087189394890913
318,1.3076923076923033,62.81486,5.712767200091946
319,1.8461538461538418,60.428668,4.76290028616188
320,1.4812499999999975,63.108893,5.724064493264336
321,1.5599999999999965,62.781347,5.697359763115401
322,1.4733333333333312,60.381906,5.975973528845714
323,1.399999999999997,59.350362,5.429981986320513
324,1.4636363636363579,62.446728,5.254384083372088
325,1.9692307692307656,60.648554,4.033269723883677
326,1.7533333333333294,60.925628,5.067814384558744
327,1.4999999999999964,62.922093,5.241361565143734
328,1.7571428571428527,59.426418,4.737950859827777
329,1.5499999999999972,59.922724,4.9160218152310335
330,2.1599999999999966,57.239109,3.9249053856482305
331,2.192307692307688,62.057676,4.185131686394925
332,1.5866666666666627,60.221795,4.261961887384928
333,1.519999999999996,63.891115,5.294652791729334
334,1.3153846153846116,64.400452,4.977257526208291
335,1.4384615384615353,60.774587,5.77076682121907
336,1.519999999999996,63.830193,5.622448544216979
337,1.9999999999999956,59.535094,3.430228508823234
338,2.107692307692303,60.252204,3.955547591472339
339,1.7357142857142824,63.702367,4.470746218666136
340,1.430769230769227,62.829934,5.6803554361982265
341,1.3714285714285677,64.321476,5.45962297754528
342,1.6124999999999954,64.842084,4.798976481341128
343,1.442857142857139,62.382342,5.3515937716201165
344,1.857142857142852,64.568708,4.486146972705285
345,1.8866666666666627,64.345769,4.581970180858377
346,1.615384615384611,61.935092,5.186138740099125
347,1.3846153846153801,65.412658,4.959296464087288
348,1.919999999999996,63.912228,4.829858089313859
349,1.2624999999999975,63.696739,5.535980995112823
350,2.135714285714283,63.258804,5.614920915044081
351,1.7571428571428527,64.3488,5.596303783432063
352,2.0071428571428527,59.184653,4.122087850672813
353,1.6083333333333283,63.444652,5.099969482642109
354,1.9285714285714235,62.295439,4.29364559252582
355,1.3499999999999974,59.812812,5.5819054120996725
356,1.5142857142857105,59.432165,5.060272968077129
357,1.908333333333329,59.314475,4.631957206879861
358,1.8799999999999955,61.987302,4.339286969177067
359,1.607142857142852,62.320953,4.4484001926541055
360,1.5533333333333295,62.782384,4.545545877616917
361,1.7384615384615347,61.33164,4.400666300399905
362,1.59333333333333,62.875638,5.400117987425631
363,1.2142857142857122,62.055455,6.682758441530098
364,1.591666666666664,59.417508,4.906865110457886
365,1.5416666666666632,61.884743,5.207892147107145
366,1.5461538461538424,62.376807,5.5087213961949715
367,1.607142857142852,62.89666,4.536213185868576
368,1.1266666666666632,63.090235,6.14230780950669
369,1.8071428571428538,63.377689,5.278765101023396
370,1.8749999999999964,59.925911,4.834618880150856
371,1.846666666666662,63.701991,4.596755887494794
372,2.109090909090904,57.896923,3.3557749393879135
373,1.942857142857139,62.505786,4.429103362693127
374,1.584615384615381,62.713275,3.789591340460561
375,1.7058823529411722,64.832684,5.19123718882804
376,1.274999999999996,66.708916,6.235351103007531
377,1.466666666666664,63.773182,6.202512658691035
378,1.028571428571426,61.691431,5.846330905746697
379,1.7384615384615347,63.257772,5.338561617439041
380,1.6833333333333311,60.921991,5.0215464967657795
381,1.5833333333333297,58.385449,5.356950103352574
382,1.6846153846153795,61.341398,4.368469437023975
383,1.607142857142852,64.407349,5.336474075754779
384,1.4071428571428564,60.772401,6.306616140485801
385,1.7285714285714247,61.934888,5.1217731604086225
386,1.5999999999999976,64.238188,5.265159401197138
387,1.7307692307692264,60.727207,4.190417730975071
388,1.9071428571428533,60.872418,4.519574356731596
389,1.723076923076918,60.854755,4.5862442074619025
390,1.8461538461538418,62.407411,4.940671670219501
391,1.4999999999999964,62.885934,5.286539381099146
392,1.746153846153843,58.338325,4.452141111577589
393,1.2214285714285669,64.727285,5.839928827047288
394,1.4999999999999956,60.867995,5.499260779069061
395,1.2769230769230733,62.908875,5.209637888975408
396,1.8538461538461501,58.262001,4.286019053927021
397,1.2285714285714247,65.615676,5.917200958900935
398,1.8153846153846116,60.259078,4.306044728849997
399,1.6733333333333311,58.815128,5.65260124669652
400,1.5312499999999964,62.829394,5.267030773629585
401,1.519999999999996,64.537027,5.887775332367198
402,1.6533333333333293,62.847533,4.564353499689162
403,1.4166666666666632,62.115777,6.024461490198632
404,1.5999999999999972,60.953804,6.250949432545951
405,2.0533333333333292,61.890965,4.781530581761842
406,1.7583333333333304,59.192593,4.304754420856966
407,1.1214285714285677,63.844917,6.500883442906911
408,1.3923076923076887,64.233174,5.783325245580784
409,1.7416666666666625,61.333206,5.701660224733246
410,1.7642857142857105,61.430226,5.028278038433939
411,1.4533333333333294,65.739127,5.32984094088539
412,1.615384615384611,61.389536,5.320651290940191
413,1.5499999999999972,60.175037,5.919018980756107
414,2.38571428571428,36.511374,3.1627672385740766
415,1.908333333333329,60.411127,4.8203072230808175
416,1.7846153846153816,59.39295,4.712844129253881
417,1.2533333333333294,66.518097,6.133211181979846
418,1.749999999999995,63.846348,4.58959826229642
419,1.6166666666666625,59.911999,4.6265559635156706
420,2.0428571428571383,59.758408,3.7127722478882106
421,1.7999999999999954,63.727688,4.283154449214521
422,1.5749999999999957,59.447188,4.856267143695163
423,1.5266666666666633,63.354891,4.5785359962342795
424,1.749999999999995,63.419665,5.341526374206012
425,1.6749999999999972,59.9152,4.902878376528065
426,1.3769230769230751,61.054834,6.319667926971022
427,2.1571428571428535,62.4493,3.990000073269698
428,1.3124999999999964,66.827021,5.380915042590857
429,1.5823529411764659,66.384355,5.3996542547892545
430,1.7133333333333287,62.090424,4.09034957919215
431,1.4384615384615353,60.530404,6.121067743854951
432,1.3615384615384585,61.288699,6.07511414840377
433,1.5153846153846122,62.850728,4.859871816693726
434,1.8583333333333283,61.375077,4.457947880739653
435,1.664285714285711,62.693465,6.384555266310144
436,1.414285714285711,62.82852,5.602106265389523
437,1.408333333333329,60.93365,5.0641549488730675
438,1.7142857142857093,64.90623,5.34878670264942
439,1.3923076923076887,64.7343,6.348769255568186
440,1.631249999999997,66.287565,4.8768165321209835
441,2.181249999999996,62.927189,3.5236503525172225
442,1.3785714285714252,63.52844,6.075169247518318
443,1.3357142857142819,64.343033,5.672781985337394
444,1.7615384615384566,61.867218,4.5872279924179225
445,1.476923076923074,61.86958,5.306640643795561
446,1.3799999999999955,65.387052,4.99791602872034
447,1.6538461538461495,64.9023,5.240173661694428
448,1.3249999999999957,62.618935,5.94644801866275
449,1.4214285714285688,61.609034,5.833914443162939
450,1.442857142857139,62.730982,5.824765229770833
451,1.7142857142857093,64.366414,4.889448621511235
452,1.7083333333333297,58.350897,4.873041779019104
453,1.619999999999996,61.425776,4.957078469127623
454,1.723076923076918,64.438434,4.882527211217848
455,1.8714285714285677,62.837484,5.0312301940936095
456,1.5769230769230727,63.750217,5.781145052655347
457,1.709090909090905,60.911507,5.189393823974967
458,1.283333333333329,62.876115,5.545985974534858
459,1.5666666666666638,63.374328,5.071137287254146
460,2.1916666666666615,57.290227,3.6022068835673053
461,1.6428571428571377,64.930007,5.092801841477069
462,1.549999999999996,63.87093,5.462257656992335
463,1.538461538461534,62.420223,5.196614465788571
464,0.9666666666666638,60.326649,6.456374271810148
465,1.3083333333333311,59.687862,6.226949441600539
466,1.658333333333329,60.903296,5.179090552849857
467,1.6666666666666619,65.79832,5.1736312005267
468,2.149999999999995,61.207808,4.691614762645031
469,1.749999999999995,65.364658,5.4016319254785685
470,1.2142857142857122,61.217245,6.040014981392858
471,1.3749999999999964,59.374347,4.933098931678785
472,1.3692307692307668,60.93868,6.089037282094409
473,1.3923076923076887,62.822019,5.679781692418544
474,1.3166666666666653,57.174077,6.546956396794371
475,2.0428571428571383,64.807748,5.127949942505381
476,1.8076923076923033,62.678003,4.280833822566933
477,1.999999999999995,64.923199,4.855630824941954
478,1.4999999999999956,64.891529,5.385759608227033
479,1.7076923076923047,60.386493,5.3642851164819945
480,1.4857142857142824,63.34012,6.401599269439259
481,1.3599999999999965,65.385215,6.026684899885993
482,1.29333333333333,64.343336,5.811076620168933
483,1.8071428571428538,60.253599,5.340810296853476
484,1.3866666666666627,63.9558,6.3173710074647715
485,2.107692307692303,60.39008,3.7217063338408707
486,1.6416666666666646,56.882777,4.545658668298472
487,1.414285714285711,63.817834,5.273890400463188
488,1.4461538461538437,62.17636,5.884393621567995
489,1.69333333333333,63.899048,5.199495633962101
490,1.5066666666666644,61.031488,6.606270760495363
491,1.399999999999996,67.847683,5.5950276704977
492,1.3499999999999974,63.484963,5.980373514994312
493,1.442857142857139,64.380102,6.312238224581506
494,1.2583333333333304,60.605093,6.097918722055681
495,1.5533333333333295,65.370038,5.431909303492489
496,1.7599999999999967,63.419315,5.157165383639722
497,1.7416666666666625,60.788539,4.2752556272944275
498,1.6916666666666618,60.430901,5.041362081326724
499,1.5533333333333295,62.418723,4.777884620467262
500,1.7374999999999954,65.37505,5.396023215814012
501,1.646666666666662,64.3992,5.042150505864299
502,1.4230769230769187,62.365253,5.554248656413733
503,1.3533333333333293,62.871137,4.985211901027981
504,1.4214285714285688,63.474112,6.17105200113474
505,1.6214285714285677,64.407147,5.278196845503771
506,1.3538461538461501,60.40274,5.44728026369728
507,1.7499999999999964,57.931057,4.751195152373953
508,1.723076923076918,62.317802,4.327115830989271
509,1.2428571428571402,64.480337,5.765334991957275
510,1.1428571428571408,63.557087,6.396455532036441
511,1.4999999999999964,60.409702,5.426894556510774
512,1.5333333333333306,64.824254,5.642075913728831
513,1.3583333333333283,62.437864,5.271917665579053
514,1.9285714285714235,58.082353,3.620981616749418
515,1.584615384615381,61.856762,5.432990746773385
516,1.6999999999999968,63.48124,6.2684342892255245
517,1.1999999999999962,64.368923,5.902443625778801
518,1.59333333333333,62.205404,5.873828421121061
519,1.692857142857139,62.901402,4.968151724060135
520,2.11428571428571,60.261006,3.680168502076924
521,1.39333333333333,62.38669,4.672651305682052
522,1.6230769230769193,62.887669,5.393973957824528
523,1.6999999999999962,57.887125,5.463964549553566
524,1.3692307692307668,61.341992,6.029185449980446
525,1.5714285714285663,64.408487,5.0681039484709345
526,1.399999999999997,58.429976,5.25375041332552
527,2.1230769230769195,57.774382,4.190470286845255
528,1.7285714285714247,61.287976,4.429922137432129
529,1.4999999999999964,62.623313,5.951018149807965
530,1.8846153846153801,62.721565,4.960013109326894
531,1.9285714285714235,60.229458,3.8859393864962044
532,1.646666666666662,62.381606,5.37983291327123
533,1.2399999999999978,56.596215,6.345433928833927
534,1.3249999999999957,63.520024,6.14805393422165
535,1.8642857142857099,61.855074,5.045672340937529
536,1.446666666666662,64.818345,5.615865940878848
537,1.9642857142857093,60.716409,4.374628702627206
538,1.5153846153846122,62.85412,5.560591312369922
539,1.79333333333333,64.319894,5.425464321344521
540,1.799999999999995,60.920509,4.850494861182938
541,1.79333333333333,59.895561,5.4137168822506965
542,1.6533333333333293,63.873092,4.62221744223757
543,1.299999999999996,66.451997,5.977034882662849
544,1.4076923076923054,61.562357,5.9531453919738055
545,1.4416666666666653,61.091564,6.6755451166599755
546,1.5533333333333295,61.433286,5.159034339904451
547,1.7416666666666625,60.454169,5.032569472832165
548,1.3499999999999974,45.636761,6.853695196742592
549,1.8307692307692252,62.940076,4.8882347856346655
550,1.3583333333333283,61.353116,5.6482232581250855
551,1.6166666666666625,61.860064,4.589589556616886
552,1.8846153846153801,61.652128,4.945316662740481
553,1.474999999999997,61.758634,5.534338668556302
554,1.4333333333333305,62.299752,6.106938556184616
555,1.7133333333333287,65.857871,5.388838022965672
556,1.6923076923076878,62.767585,4.595753669085468
557,1.385714285714283,65.54096,6.094051897280792
558,1.5272727272727231,60.720515,5.742515574426022
559,2.2416666666666623,59.097547,4.222993222501259
560,1.3785714285714252,58.32445,5.543181879222686
561,1.3769230769230718,64.413494,5.34273184789015
562,1.1769230769230745,57.56842,6.17534421267618
563,1.6692307692307662,62.160708,6.106880664553728
564,1.4866666666666626,64.341591,5.2859324981884015
565,1.376470588235292,64.445299,6.243809297888504
566,2.1866666666666625,64.896935,4.86560550456494
567,1.9499999999999957,60.429741,4.817449288226612
568,1.7714285714285682,61.838059,4.398140626920281
569,1.5272727272727231,59.806175,5.779403304144182
570,1.2799999999999954,67.000147,6.3755931499950975
571,1.5999999999999972,62.002588,6.141106792858125
572,1.6133333333333288,64.91531,5.163203938896913
573,1.664285714285711,62.834376,5.399356696234918
574,1.6538461538461495,61.869604,5.546884425564883
575,1.3769230769230718,65.372817,5.550921346077587
576,1.8692307692307635,60.846189,4.385160270308688
577,1.635714285714283,61.398494,5.053884619081316
578,1.4999999999999964,61.255,5.851907239415709
579,1.430769230769227,60.9257,5.288918729203317
580,1.4999999999999964,63.212773,5.791056458594198
581,1.476923076923074,62.527216,6.085008656288551
582,1.138461538461536,59.251625,6.471266343275147
583,1.9571428571428515,66.318268,4.633126672901426
